"","lens1","lens2","val","geography","unit","description","indicator"
"5704","0","Muslim","99.6%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a bank account across religions vs share of people not in target group and abouve 15 that have a bank account across religions.","perc_has_bank_acc_TGvNTG_Andhra Pradesh_religion"
"5705","0","Hindu","98.8%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a bank account across religions vs share of people not in target group and abouve 15 that have a bank account across religions.","perc_has_bank_acc_TGvNTG_Andhra Pradesh_religion"
"5706","0","Christian","98.1%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a bank account across religions vs share of people not in target group and abouve 15 that have a bank account across religions.","perc_has_bank_acc_TGvNTG_Andhra Pradesh_religion"
"5707","0",NA,"100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance vs share of people not in target group and abouve 15 that have a health insurance.","perc_has_health_ins_TGvNTG_Andhra Pradesh"
"5708","1",NA,"100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance vs share of people not in target group and abouve 15 that have a health insurance.","perc_has_health_ins_TGvNTG_Andhra Pradesh"
"5709","0","Intermediate Caste","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across castes vs share of people not in target group and abouve 15 that have a health insurance across castes.","perc_has_health_ins_TGvNTG_Andhra Pradesh_caste"
"5710","0","Not Applicable","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across castes vs share of people not in target group and abouve 15 that have a health insurance across castes.","perc_has_health_ins_TGvNTG_Andhra Pradesh_caste"
"5711","0","Not Stated","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across castes vs share of people not in target group and abouve 15 that have a health insurance across castes.","perc_has_health_ins_TGvNTG_Andhra Pradesh_caste"
"5712","0","ST","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across castes vs share of people not in target group and abouve 15 that have a health insurance across castes.","perc_has_health_ins_TGvNTG_Andhra Pradesh_caste"
"5713","0","Upper Caste","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across castes vs share of people not in target group and abouve 15 that have a health insurance across castes.","perc_has_health_ins_TGvNTG_Andhra Pradesh_caste"
"5714","1","Intermediate Caste","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across castes vs share of people not in target group and abouve 15 that have a health insurance across castes.","perc_has_health_ins_TGvNTG_Andhra Pradesh_caste"
"5715","1","Not Stated","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across castes vs share of people not in target group and abouve 15 that have a health insurance across castes.","perc_has_health_ins_TGvNTG_Andhra Pradesh_caste"
"5716","1","OBC","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across castes vs share of people not in target group and abouve 15 that have a health insurance across castes.","perc_has_health_ins_TGvNTG_Andhra Pradesh_caste"
"5717","1","ST","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across castes vs share of people not in target group and abouve 15 that have a health insurance across castes.","perc_has_health_ins_TGvNTG_Andhra Pradesh_caste"
"5718","1","Upper Caste","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across castes vs share of people not in target group and abouve 15 that have a health insurance across castes.","perc_has_health_ins_TGvNTG_Andhra Pradesh_caste"
"5719","0","OBC","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across castes vs share of people not in target group and abouve 15 that have a health insurance across castes.","perc_has_health_ins_TGvNTG_Andhra Pradesh_caste"
"5720","0","SC","99.9%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across castes vs share of people not in target group and abouve 15 that have a health insurance across castes.","perc_has_health_ins_TGvNTG_Andhra Pradesh_caste"
"5721","1","SC","99.9%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across castes vs share of people not in target group and abouve 15 that have a health insurance across castes.","perc_has_health_ins_TGvNTG_Andhra Pradesh_caste"
"5722","1","F","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across genders vs share of people not in target group and abouve 15 that have a health insurance across genders.","perc_has_health_ins_TGvNTG_Andhra Pradesh_gender"
"5723","0","F","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across genders vs share of people not in target group and abouve 15 that have a health insurance across genders.","perc_has_health_ins_TGvNTG_Andhra Pradesh_gender"
"5724","1","M","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across genders vs share of people not in target group and abouve 15 that have a health insurance across genders.","perc_has_health_ins_TGvNTG_Andhra Pradesh_gender"
"5725","0","M","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across genders vs share of people not in target group and abouve 15 that have a health insurance across genders.","perc_has_health_ins_TGvNTG_Andhra Pradesh_gender"
"5726","1","RURAL","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across regions vs share of people not in target group and abouve 15 that have a health insurance across regions.","perc_has_health_ins_TGvNTG_Andhra Pradesh_region"
"5727","0","URBAN","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across regions vs share of people not in target group and abouve 15 that have a health insurance across regions.","perc_has_health_ins_TGvNTG_Andhra Pradesh_region"
"5728","0","RURAL","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across regions vs share of people not in target group and abouve 15 that have a health insurance across regions.","perc_has_health_ins_TGvNTG_Andhra Pradesh_region"
"5729","1","URBAN","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across regions vs share of people not in target group and abouve 15 that have a health insurance across regions.","perc_has_health_ins_TGvNTG_Andhra Pradesh_region"
"5730","0","Christian","100.0%","Andhra Pradesh","Share of People","For  Andhra Pradesh , Share of people in target group that have a Health insurance across religions vs share of people not in target group and abouve 15 that have a health insurance across religions.","perc_has_health_ins_TGvNTG_Andhra Pradesh_religion"
